60

95 21 40 60 30 85 58 27 59 93 84  2 99 69 99 20 14 67  0  8 24 45 27 69 85 60 63 92 99 52 91 62 28 85 10  3  3 18 69 29 20 42 84 43 96 96  2 69 90 93  6 31 81 34 58 92 63 84 92 84 
48 56  3 79 81 17 94 19 74  1 74 51 62 59  1 82 26 36  8  0 40 38 55 92 11 67 40 75 20 58 42 66 96 14 21 56 14 73 19 65 43 88 58 67 23 23 57 18 11 84 38 93 95 96 39 16 22  4 83 17 
72 79  3 96 37 29 51 17  1 68 87 14 23 28 38 15 69 76 24 40  0 49 31 30 65 71  8 49 38 23 55 95 94 100 99 82 57 44 95 49  5 16 99 58  6 51  1 38  7 24 42 83 23 81 83 25 37 18  4 44 
46 49 80 32 79 95 64 51 74 12  5 79 28  9 61 98 32  6 45 38 49  0 11 56 34 97 60 46 96 62 71 62 14 38 85 44 82 94 25 55 15 45 92 29 25 93 41 87 27 39 26 27 64 69 18 75 94 10 95 82 
19 60 22 63 48 44 52 91 68 37  1 84 35 65 67 17 92 88 27 55 31 11  0 47 64  3 79 25  2 31 19 51 13 64 72  2 79 28 57  2 25 54 39 92  1 87 64 99 99 63 80 16 41  9 19 46 79  1 95 99 
72 65  3 50 44 20 58 47  1  9 32  5 96 98 19 34 53  4 69 92 30 56 47  0 29 91 15 40  5 84 59 46 43 88 11  7 98 69 10 13 70 29 45 14 30 60 84 84  8 99 92 79 55 62 12 49 27 48 16  1 
93 79 29 72 64 48 20 81 63 45 54 11 79 84 27 85 71 63 85 11 65 34 64 29  0 95 84 58 43 55 18 97 17 54  8 38 21  3 41 43  4 85 54 51 63 68 92 93 86 77 50 11 62 16 66 14 10 63 86 34 
34 96 77 60 70 93 26 85 77 22 23 99 79 38 46 76 68 59 60 67 71 97  3 91 95  0 90 16 31 23 62 52 14 21 23 76 43 24 33 71 47 55 93 21 22 56 39 83 61 39 91 40 100  6 67 94 17 13 65 99 
 6 69 82 62 33 76 90 13 63 12 16 95 60 72 45 48 61 78 63 40  8 60 79 15 84 90  0 85 36 24 21 24 65 62  4 77 39 21 91 45 42 58 41 25 90 81 24 79 34 77 24 51 29 42 72 70 53 30 89 63 
55 38  1 86  8 74  2 85  7 79 76 83 46 58 57 59  7 93 92 75 49 46 25 40 58 16 85  0 77 75 46 64 48 26 81 87  7 47 53 56 23 99  3 41 50 63 74 12 89 69 100 87 26 99 30 56 60 12 64 38 
86 99 57 63 76 48 23 33 22 21 99  8 48 92 38 70 39 81 99 20 38 96  2  5 43 31 36 77  0 40 100 14 64 84 54 15 57 55 93 72 25 83 13 36  5 16 58 95 74 73 92 87 82 60 61 24 91 79 63  2 
63 98 62 73 47 90 55 86 20 29 20  7 73 81 45 86 82 77 52 58 23 62 31 84 55 23 24 75 40  0 26  3 70  7 53 28 56 97 97 32 82 79 39 73 29 94 59 24 68 43 84  4 41 89 26 97 67  9 24 83 
64 78 17 86 100 14 89 90 45 26 38 88 12 31 45 73 86 76 91 42 55 71 19 59 18 62 21 46 100 26  0 32 42 11 82 62 19 25 59 18 14  1 93 28  1 96 85 81 33 85 87 63 41 77 94 48 16 61 52 55 
69 49 17 44 51 94 90 20 17 61 37 41 48  4 27 18 14 22 62 66 95 62 51 46 97 52 24 64 14  3 32  0 95 66 100 68 25 99 37 64 37 84 31 27 62 11 43 52 94 61 28 96 49 30 25 75 13 57 58 54 
 2 83 73 14 40 55 83 99 28 29 17 89 17  9 72 33 52 89 28 96 94 14 13 43 17 14 65 48 64 70 42 95  0 41 74 38 73 51 99 80 51 82 57 91 37 16 25 78 76 56 53 23  1 97 95 14 16  9 90 87 
83 49  4  8 76 77  2 80 74 23 35 56  5 34 13 49 99 53 85 14 100 38 64 88 54 21 62 26 84  7 11 66 41  0 16 33 92  8 64 62  2 47 64 26 16 82 67 17 83 52 16 58 70 59  9 60 28 63 36 63 
84  5 95 45  8 73 24 54 70 65  6 76 100 56 96 82 48 10 10 21 99 85 72 11  8 23  4 81 54 53 82 100 74 16  0 31 52 65 76 92 68 34 30 48 53 32 98 84 88 36 93  9 42 77 35 17 46 23 66 94 
10 84 75 36  7 78 37 94 19 86 16 18 31 44 100  2 36 66  3 56 82 44  2  7 38 76 77 87 15 28 62 68 38 33 31  0  1 12 86 81 55 16 45  5 79 32 26 24 48 48 51 12 90 52 77 64 95 98 67 85 
 1 57 33 80 36 41 18 68 70  8 87 80 40 28 58 27 60 60  3 14 57 82 79 98 21 43 39  7 57 56 19 25 73 92 52  1  0 57 98 46 25  5 53 37 29 43 34 21  8 23 42 60 41 71 24 38 91 58  5  7 
16 48  8  3 19 95 17 31 67 57 61 16 82 16 28 10 20  2 18 73 44 94 28 69  3 24 21 47 55 97 25 99 51  8 65 12 57  0 50 83 16 64 85 83 36 21 21 14 60 86 74 31 10 45 80 12 97 76 29 70 
48 47 66 100 100 78  9 16 90 81 51 50  1 41 22 51 59 56 69 19 95 25 57 10 41 33 91 53 93 97 59 37 99 64 76 86 98 50  0 10 11 55 80 87 82 64 48 96 69 36 64  2 11  8 11 18 26 93 49 16 
99 76 97 80 46 64 19 67 46 74 14 30 45 68 74 70 76 21 29 65 49 55  2 13 43 71 45 56 72 32 18 64 80 62 92 81 46 83 10  0 10 19 88 73 29 55 17 35 14 91 42 27 32 21 34 67 19 76 45 73 
64 61 15 77 86 100 47 50 32 11 47 47  7 73 85 79 47 23 20 43  5 15 25 70  4 47 42 23 25 82 14 37 51  2 68 55 25 16 11 10  0 73 20  3 77 52 92 68 72 64 15 24 84 28 49 49  8 21 20 77 
17 83 69 58 26 73 64 52 55  9 18 61 88 32 92 45 78 87 42 88 16 45 54 29 85 55 58 99 83 79  1 84 82 47 34 16  5 64 55 19 73  0 89 14 46 21 23 10  3 90 64 57 96 94 45 70 37 65 94  4 
 4 23 48 42 28 28 83 33 11 36 78 56 74  4 96 22 63 78 84 58 99 92 39 45 54 93 41  3 13 39 93 31 57 64 30 45 53 85 80 88 20 89  0 84 83 68 92 89 36 40 62 28 52  8 33 54 55  2  3 27 
24 58  8 53 28  2  6 49 39 93 48 86 93 20 100 67 32 96 43 67 58 29 92 14 51 21 25 41 36 73 28 27 91 26 48  5 37 83 87 73  3 14 84  0 90 30 58 88 70 99 71 97 55 86 93 67 61 78 86 60 
42 60  8 75 35 18 94 19  6 53 37 51 91  2 55 88 95 81 96 23  6 25  1 30 63 22 90 50  5 29  1 62 37 16 53 79 29 36 82 29 77 46 83 90  0 50  5 19 99 92  2 73  7 18 95 10 17 84 44 64 
87 78 76 34 51 58 78 83 45 49  2  2 56 73 17 29 10 11 96 23 51 93 87 60 68 56 81 63 16 94 96 11 16 82 32 32 43 21 64 55 52 21 68 30 50  0 10 89 16 81 43 45  7 82 35 54 39 55 91 48 
94 58 51 41 26 95 16 72 30 27 82 52 48 10 70 34 63 79  2 57  1 41 64 84 92 39 24 74 58 59 85 43 25 67 98 26 34 21 48 17 92 23 92 58  5 10  0 14 98 29 68 67 24 74 96 19 43 53 43 91 
72 79 10 72 29 40 31 63 58  8 59  7 87 36 67 79 73 52 69 18 38 87 99 84 93 83 79 12 95 24 81 52 78 17 84 24 21 14 96 35 68 10 89 88 19 89 14  0 15 30 83 25  2 83 33 27 85 80  4 81 
46 45 57  2 64 97 22 90 37 38 90 57 92 90 98 29 75 77 90 11  7 27 99  8 86 61 34 89 74 68 33 94 76 83 88 48  8 60 69 14 72  3 36 70 99 16 98 15  0  9  6 90 73 78 66 66 16 97 44 87 
51 20 70 82 55 26  1  1 35 64 30  8 43 64 54 58 29 64 93 84 24 39 63 99 77 39 77 69 73 43 85 61 56 52 36 48 23 86 36 91 64 90 40 99 92 81 29 30  9  0 48 40  4 49 74 63 89 53 16 99 
55 75 33  2 39 13 10 24 77 90 11 99 26 84 11 70 32 33  6 38 42 26 80 92 50 91 24 100 92 84 87 28 53 16 93 51 42 74 64 42 15 64 62 71  2 43 68 83  6 48  0 19 61 54 96 31 22 28 91 86 
28  1 44 59 28  5 87 67 72 51 57 91 90 69 61  6 45 58 31 93 83 27 16 79 11 40 51 87 87  4 63 96 23 58  9 12 60 31  2 27 24 57 28 97 73 45 67 25 90 40 19  0 51 72 86 30 11 94  1 79 
52 63 41 83 25 47 99 14 19 64 65 88 37 70 55 36 12 55 81 95 23 64 41 55 62 100 29 26 82 41 41 49  1 70 42 90 41 10 11 32 84 96 52 55  7  7 24  2 73  4 61 51  0 34  2  6 69 71 75 49 
39 84 39 21 13  1 20 57 95 100 20 61 20  4 42 81 75 70 34 96 81 69  9 62 16  6 42 99 60 89 77 30 97 59 77 52 71 45  8 21 28 94  8 86 18 82 74 83 78 49 54 72 34  0  1 61 10 86 77 98 
 2 48 10 36 29 13 67 20 59 45 19 35 78 11  2 19 77 66 58 39 83 18 19 12 66 67 72 30 61 26 94 25 95  9 35 77 24 80 11 34 49 45 33 93 95 35 96 33 66 74 96 86  2  1  0 85 48 57 34 25 
25 99 80  6 15 72 55 86 39 85 66 20 42 73 26 81 63 70 92 16 25 75 46 49 14 94 70 56 24 97 48 75 14 60 17 64 38 12 18 67 49 70 54 67 10 54 19 27 66 63 31 30  6 61 85  0 22 68 26 70 
28 90 11 29 29 16 36 22 19 85 74 34 54 61 46 97 27 87 63 22 37 94 79 27 10 17 53 60 91 67 16 13 16 28 46 95 91 97 26 19  8 37 55 61 17 39 43 85 16 89 22 11 69 10 48 22  0 26 13 53 
 1 59  6 81 87 27 91 87 51 75 46 49 34  2 54  4 25 40 84  4 18 10  1 48 63 13 30 12 79  9 61 57  9 63 23 98 58 76 93 76 21 65  2 78 84 55 53 80 97 53 28 94 71 86 57 68 26  0 94 39 
48 40 36 23  4 51 56 74 28 12 51 92 30 28 98 67 77 64 92 83  4 95 95 16 86 65 89 64 63 24 52 58 90 36 66 67  5 29 49 45 20 94  3 86 44 91 43  4 44 16 91  1 75 77 34 26 13 94  0 24 
37 11 14 34 78 99 70 88 94 73 38 68 100 48 88 67 81 17 84 17 44 82 99  1 34 99 63 38  2 83 55 54 87 63 94 85  7 70 16 73 77  4 27 60 64 48 91 81 87 99 86 79 49 98 25 70 53 39 24  0 

 0 73  5 36 26 77 39 77 70 20 17 48 25 92 51 19 77 90 84 65 71 13 96 42 24 48 81 90 10 45 33 79 50 30  8 19  3 39 15 68 43  7 82 61 66  9 98  1 58 85 96 51 83 94 35 54 22 17  7 86 
73  0 24 28 100 80  1 81 14 14 97 22 99 51 22 31 43  9 35 99  2 57 13 59 22  1 30 80 52 60  5  9 71 83 20 65 50 54  3 96 86 85  7 40 86 95 90 42 78 17 17 61 98 22 51 23 12 62 74 49 
 5 24  0 93 65 85 26 78 65 65  8 42 14 52 20 45 59 18 73 13 35 84 65 44 80  2 41 52 30 32 48 99 42 23 51 46 93  7 24 21  2 39 71 97 88 57 91 28 71 54 17  4 57 46 55 74 87 86 52 69 
36 28 93  0 55 62 51  2 30 22 87 50 26 15 15 87 74 27 79 46  9 82 96 97 90 65 99 60 40 41 62 15 12 22 92 80 92 86  1 80 45  8 70 97 90 12  2 11 42 34 84 76  1 61 20 33 20  6  2 95 
26 100 65 55  0 83 76 93 28 100 85 98 92 94 28 70 75 17 77 86 83 21 67 71 61 87 47 96  1 99 22 49 16 15 84 70 100 13 82 46 89 42 21 27 32 14 28 68 43 61  2 42  6 10 61 35 53 48 79 51 
77 80 85 62 83  0 40 45 98 84 24 25 79 59 47 27 74 71 70 15 100 11 33  6 82 26 86 65 95 18 73 91 11 39 100 31 15 32 75 48  8 75 88 99 50 94 79  8 10 79 97 40 21 99 34 85 11 58 22 26 
39  1 26 51 76 40  0 95 23 89 29 77 67 73  6 78 69 35 42 55 75 95 43 50 35 46 81 93 88 53  6 38 11 72 59 58  4 62 22 26 12 43 16 11 65 67 66 81 68 48 38 88 16 33 51 63 97 45 65 55 
77 81 78  2 93 45 95  0  1 93 99 38 30 44  6 25 55 80 47 75 69 33 50 85 66 40 90  4 99 38 80 60 86  4 53 68 59 73 73 98 78 10 42 66 69 83 49  7 54 92 36 90  9 47 77 36 64 56 40 58 
70 14 65 30 28 98 23  1  0 97 60  6 35  4 81 35 21  5 74 79 50 91 92 10 21 45 92 96  8 84 24 22 76 46 43 38 86 21 31 22 96 30 29 38 91 44 30 29  9 63 22 39  5 28  2 78  5 95 15 83 
20 14 65 22 100 84 89 93 97  0 96  1 58 69 63 10 93 16 10 78 91 15 68 53 30 97 80 29 73 49 79 10 53 40 75 73 41 96 43 58 69 97 26 63 21 40 36 55 61 14 84 97 92 28 95 30 19 92 89 13 
17 97  8 87 85 24 29 99 60 96  0 10 93 10 80 86 37 41 88 88 90  5  8 81 78 55 59 37 28 99 63 95 76 68 100 29 79 60 97 52 75 26  1 54 69 37 63 19 99 42 74 39 16 37 11 23 39 45 33 15 
48 22 42 50 98 25 77 38  6  1 10  0 11 20 85 37 40 59 87 10 23 32 19 49 79 96 49 32 42 15 57 51 46 56 51 48 45 53  5 55 19 90  7 88  3 68 66 39 50 17 78 10 80  7 85 60  6 77 54 19 
25 99 14 26 92 79 67 30 35 58 93 11  0 77 98 29 91 63 86 85 43 95 98 45 88 21 78 33 78  5 91 17 91 67 69 27 92 22 36 66 11 67 65 47 14 63 63 27 92 39 15 100 22 95 99 43 13 84 18 83 
92 51 52 15 94 59 73 44  4 69 10 20 77  0 28 18 78  2 50 58 45 73  8 51 92 67 41 25 21 79 76 27 24 19 45  7 85 60 40 16 100 51 10 12 47 90  4 22 99 12 39 12 59 39 24 90 45 47 88 91 
51 22 20 15 28 47  6  6 81 63 80 85 98 28  0 39 27 70 18  5 44 46 69 89 77 86 23 89 50 14 50 14 63 23 58 51 89  7 87 88 67 69 67 72 93  3 81 67 73  9 80 10  8 16 82 51  8 15 35 84 
19 31 45 87 70 27 78 25 35 10 86 37 29 18 39  0 51 69 68  4 50 75 72 86 97 74 74 46 97 79 95 90 23 77 27 79 85 59 18 91 95 14 52 10  4  7 65 39 62  9 63 27 85 76 49 23 67 84 98 12 
77 43 59 74 75 74 69 55 21 93 37 40 91 78 27 51  0 64 51 42 66 69 79 23 39 53  7 61 90 46 17 85 32 89  5  9 35  1 56 78 61 25 69 34 25 60 54 42 80 52 87 81 17 53 79 92 47 39 85  6 
90  9 18 27 17 71 35 80  5 16 41 59 63  2 70 69 64  0 98  3 73 29 73 80 79 25 54 85 64 84 90 73 49 91 75 26 46  7 84 91 42 26 67 38 86 50 54 73 61 35 82 45 63 94 76  7 38 31 32 84 
84 35 73 79 77 70 42 47 74 10 88 87 86 50 18 68 51 98  0 94 30 13  6 99 40  3 73 47 33 57 60 81  8 40 81 95 83 39 69 81 48 87 82 96  2 88 17 91 40 37 48 46 20 25 44 47  7 58 57 43 
65 99 13 46 86 15 55 75 79 78 88 10 85 58  5  4 42  3 94  0 32 58 18 43 87 96 73 57 41  7 22 98 37 13 11  3 20 91 79 14 78 21 69 74 37 24 67 98  4 76 12 39 23 97 67 18 80 22 94 17 
71  2 35  9 83 100 75 69 50 91 90 23 43 45 44 50 66 73 30 32  0 67  2 24 55 81  4 41 73 13 12 71 58 15 26  6 25 78 54 53 48 19 74 80 22 84 81 64 85  4 18 91 57 11 34 80 87 12 92 54 
13 57 84 82 21 11 95 33 91 15  5 32 95 73 46 75 69 29 13 58 67  0 11 98 60 27 59 14  5 88 80 31 87 77 100 49 36 75 58 75 74 31 11 24 26 19 59 74 35 64 75 59  2 67 16 14 91 56 29 84 
96 13 65 96 67 33 43 50 92 68  8 19 98  8 69 72 79 73  6 18  2 11  0  5 94 93 71 14 95 20 19 52 40 84 20 58 84  1 79 41 36 98 36 23 74 81 17 13 37 95 10 74  6 75 11 91 86 30 83 37 
42 59 44 97 71  6 50 85 10 53 81 49 45 51 89 86 23 80 99 43 24 98  5  0 97 52  2 90 49 46 52 70 38 81 96 20 98 42 45 28 14 12  3 84 57 32 93 97 63 88 28 55 74 40 14 86 27 47 23 25 
24 22 80 90 61 82 35 66 21 30 78 79 88 92 77 97 39 79 40 87 55 60 94 97  0 45  4 73 69 72 37 17 31 58  8 84 82 53 17 16 46 10 97 78 80 26 75 14 61 100 32 50 44 39 33 74 70 100 13 67 
48  1  2 65 87 26 46 40 45 97 55 96 21 67 86 74 53 25  3 96 81 27 93 52 45  0  8 78  1 85 16 60 78 33 63 47 43 37 61 74 35 84 47 48 57 44 32 23 54 38 63 80 94 41 50 56 44 34 97 57 
81 30 41 99 47 86 81 90 92 80 59 49 78 41 23 74  7 54 73 73  4 59 71  2  4  8  0 13 99 61 44 32 72 70 69 28 54 20 31 30 37 29 89 49 72 65 40 69 68 99 26 76 22 15 57 16 37 17 23 93 
90 80 52 60 96 65 93  4 96 29 37 32 33 25 89 46 61 85 47 57 41 14 14 90 73 78 13  0 44 87 55 38 80 96 64 33 98 71 58 71 99 39 63 31 29 78 12 60 41 44  5 84 98 33 95  4 71 88 65 46 
10 52 30 40  1 95 88 99  8 73 28 42 78 21 50 97 90 64 33 41 73  5 95 49 69  1 99 44  0 67 45 76 100 43 93 47 98 89 33 91 49 91 44 42 97 29 67  4 35  1  7 50  4 38 77 13 20 74 31 48 
45 60 32 41 99 18 53 38 84 49 99 15  5 79 14 79 46 84 57  7 13 88 20 46 72 85 61 87 67  0 67 97  9 79 100 94 58 89 64 55 75 12 75 68 96 54 64 60 81 37 97  1 20 47 57  9  4 47 95 18 
33  5 48 62 22 73  6 80 24 79 63 57 91 76 50 95 17 90 60 22 12 80 19 52 37 16 44 55 45 67  0 57 94 15 95 86 99 26 85  8 70 86 11 10 94 35 86 46 49 17 15 88 38 70 11 28 61 82 95 12 
79  9 99 15 49 91 38 60 22 10 95 51 17 27 14 90 85 73 81 98 71 31 52 70 17 60 32 38 76 97 57  0 26 70 99 33  1 44 74 95 39 24 82 39 23 11 88 44 28 59 91 12 32 30 43 53 86 85 73 57 
50 71 42 12 16 11 11 86 76 53 76 46 91 24 63 23 32 49  8 37 58 87 40 38 31 78 72 80 100  9 94 26  0 41 40 35 43  7 46 90 22 14 20 65 64  6 74 65 44 42 13  2  1  6 95 90 37 81 79 84 
30 83 23 22 15 39 72  4 46 40 68 56 67 19 23 77 89 91 40 13 15 77 84 81 58 33 70 96 43 79 15 70 41  0 78 40 25 40 38 96 51  9 94 54 86 75 76 16 57  4 13 74 86 17 59 54  4 29 84 94 
 8 20 51 92 84 100 59 53 43 75 100 51 69 45 58 27  5 75 81 11 26 100 20 96  8 63 69 64 93 100 95 99 40 78  0 62 25 93 28 64 68 72 85 77 21 41 21 80 65 85 52 22 85 13  6 52 88 79  1 53 
19 65 46 80 70 31 58 68 38 73 29 48 27  7 51 79  9 26 95  3  6 49 58 20 84 47 28 33 47 94 86 33 35 40 62  0 85 92 95 30 77 82 69 81 70 30 54 82 58 55 46 39 56 58 77 96 45 100 87 68 
 3 50 93 92 100 15  4 59 86 41 79 45 92 85 89 85 35 46 83 20 25 36 84 98 82 43 54 98 98 58 99  1 43 25 25 85  0 23 39 74 68 21 77 53 19 53 84 88 45 75 20 93 48 83 89 73 84 52 30 17 
39 54  7 86 13 32 62 73 21 96 60 53 22 60  7 59  1  7 39 91 78 75  1 42 53 37 20 71 89 89 26 44  7 40 93 92 23  0 51 62 74  9 97 73 92 94 23 67 96 42 11 93 55 94 38 38 18 85 64 17 
15  3 24  1 82 75 22 73 31 43 97  5 36 40 87 18 56 84 69 79 54 58 79 45 17 61 31 58 33 64 85 74 46 38 28 95 39 51  0  4 71 73 67 79 88 85 89 93 66 73 88 41 10  2 22 41 97 49 44 86 
68 96 21 80 46 48 26 98 22 58 52 55 66 16 88 91 78 91 81 14 53 75 41 28 16 74 30 71 91 55  8 95 90 96 64 30 74 62  4  0 57 15 11 73 94 56 40 42 46 77 60 43 66 31 39 21 57 55 83 80 
43 86  2 45 89  8 12 78 96 69 75 19 11 100 67 95 61 42 48 78 48 74 36 14 46 35 37 99 49 75 70 39 22 51 68 77 68 74 71 57  0 29 14 41 53 13 62 92 97 87  8 36 22 58 35 24 24 21 15 59 
 7 85 39  8 42 75 43 10 30 97 26 90 67 51 69 14 25 26 87 21 19 31 98 12 10 84 29 39 91 12 86 24 14  9 72 82 21  9 73 15 29  0 54 10 65 46 82 81 76 73 42 71 95 47 35 58 55 93 35 72 
82  7 71 70 21 88 16 42 29 26  1  7 65 10 67 52 69 67 82 69 74 11 36  3 97 47 89 63 44 75 11 82 20 94 85 69 77 97 67 11 14 54  0 11  3 85 71 71 78 82 65 82 62 31 44 45 15  5 21 96 
61 40 97 97 27 99 11 66 38 63 54 88 47 12 72 10 34 38 96 74 80 24 23 84 78 48 49 31 42 68 10 39 65 54 77 81 53 73 79 73 41 10 11  0 32 44 86 53 90 31 50 22  6 30 93 45 78 67 51 39 
66 86 88 90 32 50 65 69 91 21 69  3 14 47 93  4 25 86  2 37 22 26 74 57 80 57 72 29 97 96 94 23 64 86 21 70 19 92 88 94 53 65  3 32  0 22 60 99  1 76 99 39 90  8 67 57 45 72 60 38 
 9 95 57 12 14 94 67 83 44 40 37 68 63 90  3  7 60 50 88 24 84 19 81 32 26 44 65 78 29 54 35 11  6 75 41 30 53 94 85 56 13 46 85 44 22  0 73 24 79  7 27 17 68 68 79 60 31 49  9 41 
98 90 91  2 28 79 66 49 30 36 63 66 63  4 81 65 54 54 17 67 81 59 17 93 75 32 40 12 67 64 86 88 74 76 21 54 84 23 89 40 62 82 71 86 60 73  0  3 93 43 66 18  6 64 23 65 35 49 82 56 
 1 42 28 11 68  8 81  7 29 55 19 39 27 22 67 39 42 73 91 98 64 74 13 97 14 23 69 60  4 60 46 44 65 16 80 82 88 67 93 42 92 81 71 53 99 24  3  0  7 50 43 64 54 35 22  2  9 67 88 32 
58 78 71 42 43 10 68 54  9 61 99 50 92 99 73 62 80 61 40  4 85 35 37 63 61 54 68 41 35 81 49 28 44 57 65 58 45 96 66 46 97 76 78 90  1 79 93  7  0 63 24  9 92 51 25 24 62 66  6 41 
85 17 54 34 61 79 48 92 63 14 42 17 39 12  9  9 52 35 37 76  4 64 95 88 100 38 99 44  1 37 17 59 42  4 85 55 75 42 73 77 87 73 82 31 76  7 43 50 63  0 76 95 100 50 36  5 51 54  9 49 
96 17 17 84  2 97 38 36 22 84 74 78 15 39 80 63 87 82 48 12 18 75 10 28 32 63 26  5  7 97 15 91 13 13 52 46 20 11 88 60  8 42 65 50 99 27 66 43 24 76  0 38 38  2 33 68 43 51 61  4 
51 61  4 76 42 40 88 90 39 97 39 10 100 12 10 27 81 45 46 39 91 59 74 55 50 80 76 84 50  1 88 12  2 74 22 39 93 93 41 43 36 71 82 22 39 17 18 64  9 95 38  0 41  3 45 75  8 21 42 59 
83 98 57  1  6 21 16  9  5 92 16 80 22 59  8 85 17 63 20 23 57  2  6 74 44 94 22 98  4 20 38 32  1 86 85 56 48 55 10 66 22 95 62  6 90 68  6 54 92 100 38 41  0 38 30 54 93 74 44 47 
94 22 46 61 10 99 33 47 28 28 37  7 95 39 16 76 53 94 25 97 11 67 75 40 39 41 15 33 38 47 70 30  6 17 13 58 83 94  2 31 58 47 31 30  8 68 64 35 51 50  2  3 38  0 62 83 62 63 90 34 
35 51 55 20 61 34 51 77  2 95 11 85 99 24 82 49 79 76 44 67 34 16 11 14 33 50 57 95 77 57 11 43 95 59  6 77 89 38 22 39 35 35 44 93 67 79 23 22 25 36 33 45 30 62  0 42 84 70 76 53 
