90

 8 45 99 33 53 38 43 73 91 65 58 72 36 56 71  0 29 99 58 32 62 70 62 23  7 86 72 99 39 42 96 79 94 33 23 21  9 29 23 99  4 15 41 78 41 32 48 98 19 84 13 87 22 47 40 29 55 84 92 16 27 41 15 20 53 13 38 24 53 18 87 69 89 40  8 98 27 76 94 60 98 65 34 67 18 52 89 62 76 10 
63 45 54 11 79 84 27 85 71 63 85 11 65 34 64 29  0 36 16 36 21 97 26 31 57 54 32 17 93 60 11 10 76  2 58 13 35 16 98 70 13 82 80 38 49  1  4 26 50 64 75 94 44 54 28 32 59 45 57 16 40 33 15  1 90 100 81 95 44 56 100 24 72 29  5 13 87 51 98 93 97 87 58 39 43  6 59 56 55 39 
32 83 24 39 17 30  4 31 73  4 40 39 75 76 64 99 36  0 85 41 46 17 84 90 56 48 18 83 31  8 16 72 83 39  9  1 77 36 58 88 99 78 28 13  7 56 15 10 89 54 62 73 85 73 42 23 91 19 64  2 38 58 92 28 98 86 37 94 83 48 14 95 87 52 24 86 31 71 77 67 32 92 34  3 88 10 24 24 91 74 
79 76 83 46 58 57 59  7 93 92 75 49 46 25 40 58 16 85  0 73 100 72  7 10 19 47 64 69 57 75 82 29 88 13 12 20 24 22 76 94 80 85 35 74  8 80 95 15  1 47 56 70 94 28 10 63 62 34 90 53 32 91 89  4 15 59 45 94 48 81 51 61 91 54 46 84 87  7 36 62 83 45 98 48  2 26 77 13 11 50 
79 65 62 53 29 24 29 45 71 17 34 28 98 15 36 32 36 41 73  0 26  2 11 84 25 66 80 58 64 35 32 40 48 10 60 57 80 19 93 73 73 49 55 90 23  5 25 59 55  1 16  1 13 43 67 19 94 60 22 12 21 39 66 35 98 64  6 34 52 82 27 14 72  8 98  1 53 32 89 26 29  7 67 21  5 74 21 53 60  1 
38 88 12 31 45 73 86 76 91 42 55 71 19 59 18 62 21 46 100 26  0 83 66 75 73 100 62 26 30 18 32 31  8 24 31 95 11 85 76 38 59 44 65  5 98 44 59 13  5 47 38 72 67 69 52 89  9 27  2 88  4 92 40 60 99 35 93  8 25 24 28 63 18 64  6 81 80 67 36  1 37 42  6 10 71 94 98 91 72  1 
13 69 79 79 92 67 97 49 50 19 70 50 51 24 93 70 97 17 72  2 83  0 41 36 92 100 92 73 45 94 43 63 60 77  2 100 34 74 21 68 72 90 31 75 67 59 28 42 12 63 71  9 72 99 83 30 49 20 24 23 40 57 11 14 75 15  6 28 51 29 54 72 49 100 53 43 75 48  8 16 39 72 43 22 11 30 52  1 90 59 
56  5 34 13 49 99 53 85 14 100 38 64 88 54 21 62 26 84  7 11 66 41  0  7 52 78 81 64 53 19 21 58 69 90 27 20 49 34 65 100 67 47 74 66 77 74 89 36 30 50 60 81 93 84 90 39 72 63 78 86 43 33 69 55  4 29  1 47 47  9 79 79 22 98 39 56 87 63 46 67 65 98 75 26 44 93 12 85 94 59 
37  4 10 10 88 39 96 89  3 92 83 23 38 23 48 23 31 90 10 84 75 36  7  0  1  9 46 52 85  6 64  8 14 11 24 61 45 54  2 48 65 34 72 99 95 47 92 51 37 99  2  5 55 97 69 71 98 37 66 14 32 14 29 36 10 12 58 73 51  4 35 11 76 79 90 43 95 13 99 91 26 93 81 72 47 63  5 41  1 30 
40 28 58 27 60 60  3 14 57 82 79 98 21 43 39  7 57 56 19 25 73 92 52  1  0 16 83 55 80 53 55 59 72 99 57 20 33 61 78 88 83 14 64 35 42 62 88 92 98 59 35 86 19 93 77 77 50 64 45 16 25 24 87 24 65 57 65 85 100 86 73 73 17  8 23 68 60 95 71 47  4 69 55 28 62 54 76 89 22 39 
39 96  5 19 13 71 80 29  5 34 24 26  7  4 78 86 54 48 47 66 100 100 78  9 16  0 10  9 88 37 52  7  3 26 28  4 93 46 84 67 34 92 94  1 78 57 98 98  5 84 82 19 34 55  7 49 96  1 24 96 59  6 44 40 69 85 26 27 85  7 90 48 78 74 100 87 30 52 54 90 46 54  2 44 91 78 30 96 97 44 
68 74 70 76 21 29 65 49 55  2 13 43 71 45 56 72 32 18 64 80 62 92 81 46 83 10  0 18 20 51 21 87 36 84 97 42 95 97 55 81 78 16 79 52  8 59 76 15 27 87 17  1 59 51 90 40 59 52 55 66 50 13 31 23 84 35 88 100 39 11 55  5 65 83 47 19 98 38 65 40 66 21 83 20 66  1  1 80 53 38 
53 23  4 18 100 69  4 49 62 25 48 74 19 93 92 99 17 83 69 58 26 73 64 52 55  9 18  0 89 91 68 36 70 11 73 81 35 27 53 17 10 12 37 17 10 97 79 87 86 79 81  1 16 61  2 19 42 15 47 63  3 94 62 88 60  8 59 65 31 15 64 57 18 26 10 41 62 14 40 65 89 65 52 79 65 87 39  5 79 90 
96 22 63 78 84 58 99 92 39 45 54 93 41  3 13 39 93 31 57 64 30 45 53 85 80 88 20 89  0  2 30 67 99 70 45 75 96 87 80 84 96 73 18 37 39 100 64 100 55 30 33 80 95 27 42  1 93 95 52 92 44 47  9 74 67 43 49 27 48 87 51 51 37 30 39 95 52 35 80 31 52 12 50 27 43 83 77 41 83 70 
34 42 26 72  7 74 23 91 40 80 48 79 14 54 81 42 60  8 75 35 18 94 19  6 53 37 51 91  2  0 50 79 16 32 67 70 33 63 97 17 88 52 63 71 98 77 25 64 12 61 87 76 57 72 34 22 37  8 86 71 69 95 11 74 98 47 38  4 80 11 52 26 73 45 64 76 28 97 87 96 23 32 96 36 85 47 64 71 52 57 
29 10 11 96 23 51 93 87 60 68 56 81 63 16 94 96 11 16 82 32 32 43 21 64 55 52 21 68 30 50  0 73 98 33 25 34 66 22 53 44 27 93 38 67 45 31 24 80 77 26 92 43  7 89 86 84 85 93 28 91 92 25 17 28 86 35 55 87 18 52 23 77 21 94 32 20 28 87 23  8 11 86 21 72 71  5 25 54  4 26 
10 84 52 57 91 91 10  1 25 41 68 14 30 62 72 79 10 72 29 40 31 63 58  8 59  7 87 36 67 79 73  0 15  6 90 96 74 37 28 82 29 34 46 79 40 54 97 84 48 20 37 92 38 19 51 25 86  8 15 62 76 33 48 87 10 88 51 28 54 64 36 58 68 71 64 14 43 55 95  8 78 97 53 33 10 49 51 97 38 73 
75 77 90 11  7 27 99  8 86 61 34 89 74 68 33 94 76 83 88 48  8 60 69 14 72  3 36 70 99 16 98 15  0 38 40 81 96 94 94 99 96 39 48 61 69 39  4 79 10  4 35 84 100 96 94 67 70 11 99 54 44 21 21 84 72 82 53 71 13 61 62 14 14 46 20 90 83 49 25 91 13 70 68 43 83 15 72 43 53  3 
29 30  9 59 82 27 94 98 67 87 23 46 82 55 75 33  2 39 13 10 24 77 90 11 99 26 84 11 70 32 33  6 38  0 19 69 86 79 71  1 97 72 87  4 84 42  7 31 43 16 91 76 62 44 84 60 43 85 82 15 30 92  7 56 36 44 17 71 11 55 39  2 35 92 58  1 23 87 31 67 75  4 48  4 13 11 98  9 66  8 
58 31 93 83 27 16 79 11 40 51 87 87  4 63 96 23 58  9 12 60 31  2 27 24 57 28 97 73 45 67 25 90 40 19  0  9  2 27 86 34 33 92 90 13 34 82 72 53 73 47  6 65 24 97  3  8 85 63 48 40 30 87 73 22 45 42  8 95 55 26 26 61 20  4 56 83  9 58 56 12 42 50 21  4 68 44 60  2 14 96 
 2 73  4 61 51 85 75 34 48  6  7 62 39 84 39 21 13  1 20 57 95 100 20 61 20  4 42 81 75 70 34 96 81 69  9  0  1 10 57 99 59 37 63  6 10 11 88 40 42 87 70 41 40 75 36 68 35 40 36 31 50 100 12 58 58 57 86 77 87 34 77 82 69 18 13 26 40 30 72 99 59 47 71 34 22 32  6  8 82 43 
58 39 83 18 19 12 66 67 72 30 61 26 94 25 95  9 35 77 24 80 11 34 49 45 33 93 95 35 96 33 66 74 96 86  2  1  0 17 68 63 17 49 99 94 34 99  8 14 94 17 62 41  9 35 12 89 99 50 73 14 92 84 84  5 60 29 37 39 26 41 95 100 97 65 41  5 91  3 90 97 72 32 55 21 88 55 47 62 51 68 
66 63 31 30  6 61 85 35 72  5 58 28 90 11 29 29 16 36 22 19 85 74 34 54 61 46 97 27 87 63 22 37 94 79 27 10 17  0 26 38 83 62 65 92 73 35 33 25 85 96 31 11 75 53 90 71 22 74 73 40 51 83 72 58 30  6  4 15 79 32 88 14 77  4 11  5 31 37 35 58 96 63 93 17  8 15 97  4 16 64 
 4 18 10  1 48 63 13 30 12 79  9 61 57  9 63 23 98 58 76 93 76 21 65  2 78 84 55 53 80 97 53 28 94 71 86 57 68 26  0  2 90 59 61 72 29 89 85 27  8 46 91 43 37 31 78 26 25 95 31 35 20  8 40 74 55 11 67 65 85 27  1  7 25 37 83 11 76 87  7 62 55  1 79 46 81 61 74 55 97  7 
16 91  1 75 77 34 26 13 94  1 37 11 14 34 78 99 70 88 94 73 38 68 100 48 88 67 81 17 84 17 44 82 99  1 34 99 63 38  2  0 69 40 77 14 56 66  6 82 81 41 85 66 18 68 46 18 24 65  4  7 37 17 33 16 32 47 76 98 53 20 71 86 40  9 54 42 23 81 83 26 41 99 40  4 76 60 38 13 60  4 
56 24 24 98 90 48 15 12 16 54 12 36 52 93  1  4 13 99 80 73 59 72 67 65 83 34 78 10 96 88 27 29 96 97 33 59 17 83 90 69  0 23 79 98 88 24 17 92 94 56 78 19 26 58  6 94 71 32 100 100 31 52 76 13 26 23 72 47 29 52 88 16 22 67 40 50 86 17 34 57 59 47 72 53 21 88 57 20 96 43 
77 23 79  3 84  8 95 25  5  9 37 62 99 57 26 15 82 78 85 49 44 90 47 34 14 92 16 12 73 52 93 34 39 72 92 37 49 62 59 40 23  0 73  3 69 47 15 20 53 60  9 17 64  9 14 63  7 26 63  4 10 94 38 88 30 55 11 46 16 40 56 87 87 51 67 54 65 97  8 40 89 46 15 54 58  6 72 12 25 11 
29 66 10 23 97 95 77  6 43 69 11 65 75 48 43 41 80 28 35 55 65 31 74 72 64 94 79 37 18 63 38 46 48 87 90 63 99 65 61 77 79 73  0 98  4 84 80 36 63 18 40 92 62 74 75 78 15 31 91 90 68 89 16 76 17 70 50 92 41 60 19 14  4 59 13 18 30 30 91 35 37 49 77 51 17  4 94 88 44 68 
 6 63 19 79 81 48 23 28 16 96 18 76  3 85 93 78 38 13 74 90  5 75 66 99 35  1 52 17 37 71 67 79 61  4 13  6 94 92 72 14 98  3 98  0 89 26 54 40  6 62 39 54  3 16  6 24 28 70 26  5 57 97 94 28  6 55 18 100 69 63  2 80 94 98 100 97 30 49 56 52 53 55 17 96 89 22  4 14 36 82 
52 43 95 15 36 72 76 94 10 70  9 16 16 78 54 41 49  7  8 23 98 67 77 95 42 78  8 10 39 98 45 40 69 84 34 10 34 73 29 56 88 69  4 89  0 72 94 58 72 76 50  9 89 100 25 26 22 91 29 67 17 95 15 20 86 96 69  4 94 70 54 37 84 61  9 15 83 90 34 100 81 32 88 80 48 92 51 41 84 48 
85 61  1 69 24 94  4 83 79 81 91 10 96 27 61 32  1 56 80  5 44 59 74 47 62 57 59 97 100 77 31 54 39 42 82 11 99 35 89 66 24 47 84 26 72  0 53 19 18  2 83 28 58 24 62  1 65 20 88 91 52 65 10  6 69 44 70 24 78 48 34 82 19 85  3  8 35  9 36 63 59 56 62 17 38 67 10 24 65  1 
15 51 15 63 31 19 37 76  3 15 57 17 63 14 46 48  4 15 95 25 59 28 89 92 88 98 76 79 64 25 24 97  4  7 72 88  8 33 85  6 17 15 80 54 94 53  0 73 47  4 91 25 100 77 81 52 80 17 68 57 90 90 94 42 20 88 21 79 65 23 34 24 34 60 54  4 64 66 81 33 18 94 82 86 37 42 91 69 99 87 
21 90 29 23 43 21 61 42 99 78  3 46 89 42 35 98 26 10 15 59 13 42 36 51 92 98 15 87 100 64 80 84 79 31 53 40 14 25 27 82 92 20 36 40 58 19 73  0 52 54 44 51 21 22 69 65 56 39 71 89  3 35 70 30 57 78 45 77 99 57 83 99 79 42 84 22 39 42 58 66 60 37 71 96 85 79 48  3 93  1 
27 57 28 27 96 93 84 11 25 35 38 67 29 75 27 19 50 89  1 55  5 12 30 37 98  5 27 86 55 12 77 48 10 43 73 42 94 85  8 81 94 53 63  6 72 18 47 52  0 59 47 72 26 21 98 67 70  6 14  9 30 48 11 63 10 92  1 100  2 13 17 15 60 96  3 29 33 94 35 85 39 13 30 45 98 19 99 22 78 46 
83 89 12 45 92  6 78 69 81 25 74 20 15 98 65 84 64 54 47  1 47 63 50 99 59 84 87 79 30 61 26 20  4 16 47 87 17 96 46 41 56 60 18 62 76  2  4 54 59  0 26 62 62 54 19 89 36 93 96 98 33 99  5 16 21 71  9 98 38  7 70 74 41 13 60 21 71 64 76 71  1 54 61  5 51 59 72 87 11 58 
 8 56 41 87 71 58 67 49 22 62 57 13 18 76 74 13 75 62 56 16 38 71 60  2 35 82 17 81 33 87 92 37 35 91  6 70 62 31 91 85 78  9 40 39 50 83 91 44 47 26  0 45 78 49 12 11 33 66 24 31 93 95 39 14 81 53 58 82 11 41 38 21 85 35 14 99 83 65 90 24 90 35 60 13 32 48 74 38 79  2 
97  7  6 16 74 70 16 55 86 58 45 92 55 37 49 87 94 73 70  1 72  9 81  5 86 19  1  1 80 76 43 92 84 76 65 41 41 11 43 66 19 17 92 54  9 28 25 51 72 62 45  0 57 37 66  8 32 47 95  3 54 84  9  9 59 74 85 80 72 51 69 58 22 99 34 84 18 28  1 74 92 57  8 59 52 48 93 80 27 64 
58 66 83 50 72 95 84 38 79 20 22 49 24 35 35 22 44 85 94 13 67 72 93 55 19 34 59 16 95 57  7 38 100 62 24 40  9 75 37 18 26 64 62  3 89 58 100 21 26 62 78 57  0 10 14 18 63 12 91 84  1 95 57 27 30 36 77 33 24 47 16 31 72 90 15  1  9 57 55  2 99 39 69 67  5 44 49 37 49  6 
13 31 96 81 66 95 100 98 94 80 86  4 67 94 22 47 54 73 28 43 69 99 84 97 93 55 51 61 27 72 89 19 96 44 97 75 35 53 31 68 58  9 74 16 100 24 77 22 21 54 49 37 10  0 75  6 27 59 100 88 33 36 14 84 29 30 77 97  7 70 71 77 52 19 94 19 58 99 94  7 19  7 11 65 32 30 68 85 11 65 
60 37 84 32 72 14 33 77 32 100 44 36 47 52 94 40 28 42 10 67 52 83 90 69 77  7 90  2 42 34 86 51 94 84  3 36 12 90 78 46  6 14 75  6 25 62 81 69 98 19 12 66 14 75  0 82 34 80 19 61 52 52 88 67 75 91 16 64 35 19 85  7 54 64 80 35 24 74 82 40 14 84 73 27  6 73 69 90 72 24 
78 20 47 37 86 55 44 39 51 53 33 17 98 75 37 29 32 23 63 19 89 30 39 71 77 49 40 19  1 22 84 25 67 60  8 68 89 71 26 18 94 63 78 24 26  1 52 65 67 89 11  8 18  6 82  0 34 64 34 13 86 35 45 94 17 74 38 51 42 52 99 55 47  9 100 33 34 35 17 35 51 39 63 67 41 97 40 83 94 60 
53 47 47 77 47 81  1 42 59 93 11 78 78 57 27 55 59 91 62 94  9 49 72 98 50 96 59 42 93 37 85 86 70 43 85 35 99 22 25 24 71  7 15 28 22 65 80 56 70 36 33 32 63 27 34 34  0 38 19 98 21 12 76 25 22 92 71 70 98 11 18 43 60 20 73 75 13 13 16  6 12 22  3 96  1 32 26 35 38 87 
44 52 44 62 14 82 26 32 40 29 17 53 30 95 32 84 45 19 34 60 27 20 63 37 64  1 52 15 95  8 93  8 11 85 63 40 50 74 95 65 32 26 31 70 91 20 17 39  6 93 66 47 12 59 80 64 38  0 22 82 94  7 86 25 15 41 49 76 11 31 49 11 86 70 31 73 92 69 83 60 92 82 34 56  9 82 15 61 86 82 
 6 88 18 92 39 32 81 84 65 15  6 33 96 60 63 92 57 64 90 22  2 24 78 66 45 24 55 47 52 86 28 15 99 82 48 36 73 73 31  4 100 63 91 26 29 88 68 71 14 96 24 95 91 100 19 34 19 22  0  3 68 48 74 13 17 35 23 22 70 53 95 78 31 18 97 23 90 61 71  9 55 97 99 20 85 71 15 89 37 74 
40 12 78 84 50 36 42 71 56 94 82  6 45 15 49 16 16  2 53 12 88 23 86 14 16 96 66 63 92 71 91 62 54 15 40 31 14 40 35  7 100  4 90  5 67 91 57 89  9 98 31  3 84 88 61 13 98 82  3  0 11 73 63 84  9 51 55 59 75 83 37 59 16 62 73 38  1 46 39 92 81 88 23 67 82 37 54 65 60 26 
19 94 74 48 86 37 10 71 37 91 95 99 29 15 45 27 40 38 32 21  4 40 43 32 25 59 50  3 44 69 92 76 44 30 30 50 92 51 20 37 31 10 68 57 17 52 90  3 30 33 93 54  1 33 52 86 21 94 68 11  0 78  1 99 44 99 97  5 69 45 55 94 57 16 22 79 82 67 22 30  2 21 20 90  1 39 80 82 54 98 
50 40 69 42 17 11 74 10 54 49  2 96 82 94 41 41 33 58 91 39 92 57 33 14 24  6 13 94 47 95 25 33 21 92 87 100 84 83  8 17 52 94 89 97 95 65 90 35 48 99 95 84 95 36 52 35 12  7 48 73 78  0  8 55 81 39 15 20 30 88  4 76  7 27 61 52 28 92 98 83 27 73 89 77 69  6 88 96 47 11 
90 21 56 31 48 34 48 32 39 20 99 84 16 84 86 15 15 92 89 66 40 11 69 29 87 44 31 62  9 11 17 48 21  7 73 12 84 72 40 33 76 38 16 94 15 10 94 70 11  5 39  9 57 14 88 45 76 86 74 63  1  8  0 35 29 52 35 44 66 13  7 74 23 13  9 35 21 86 93 37 54  2 92 33 74  1 53 89 59 46 
23 30 80 59 27 83 15 58 96 89 16 71 86 74 85 20  1 28  4 35 60 14 55 36 24 40 23 88 74 74 28 87 84 56 22 58  5 58 74 16 13 88 76 28 20  6 42 30 63 16 14  9 27 84 67 94 25 25 13 84 99 55 35  0 56 39 74 28 13 87 49 67 25 70 38 77 33 59 31 35  5 11 86 10 37 63 61 35 40 63 
97 11  1 68 80 39 99 28 53 16 45 91 18 25 80 53 90 98 15 98 99 75  4 10 65 69 84 60 67 98 86 10 72 36 45 58 60 30 55 32 26 30 17  6 86 69 20 57 10 21 81 59 30 29 75 17 22 15 17  9 44 81 29 56  0 86  4 15 29 42 22 100 77 17 54 77 42 21 73 100 99 85 100 51 38 50 48 55 90  9 
68 45 96 19 79 16 30 79 11 52  8 57 20 63 95 13 100 86 59 64 35 15 29 12 57 85 35  8 43 47 35 88 82 44 42 57 29  6 11 47 23 55 70 55 96 44 88 78 92 71 53 74 36 30 91 74 92 41 35 51 99 39 52 39 86  0 88 53 43 50 93 75 19 69 10 68 90 15 37 87  1 42  7 43 38  9 37  6 73 40 
20 30 72 77 93 91 100 74 26 64 54 59 97 90 53 38 81 37 45  6 93  6  1 58 65 26 88 59 49 38 55 51 53 17  8 86 37  4 67 76 72 11 50 18 69 70 21 45  1  9 58 85 77 77 16 38 71 49 23 55 97 15 35 74  4 88  0 31 21 70 68 96 12 53 100 70 83 24 78 81 95 95  7 96 92 83 32 66 63 32 
23 21 39 89 81 98 80 39 38 31 89 29 21 56 69 24 95 94 94 34  8 28 47 73 85 27 100 65 27  4 87 28 71 71 95 77 39 15 65 98 47 46 92 100  4 24 79 77 100 98 82 80 33 97 64 51 70 76 22 59  5 20 44 28 15 53 31  0 89 51 47 31 90 71 89 46 77 40 100 75 63 79 49 14  9 85  6  1 52 59 
57 81 98 78 74 28  8 71 30 73 57 37 49 58 37 53 44 83 48 52 25 51 47 51 100 85 39 31 48 80 18 54 13 11 55 87 26 79 85 53 29 16 41 69 94 78 65 99  2 38 11 72 24  7 35 42 98 11 70 75 69 30 66 13 29 43 21 89  0 73 37 74  1 71 40 84 23 55 23 18  6 59 71 50 58 31 31 29 45 45 
 2 95  2 17  2  7 64 90 67 45 96 97 10 76 83 18 56 48 81 82 24 29  9  4 86  7 11 15 87 11 52 64 61 55 26 34 41 32 27 20 52 40 60 63 70 48 23 57 13  7 41 51 47 70 19 52 11 31 53 83 45 88 13 87 42 50 70 51 73  0 31 88 59 38 54 42 27 72 56 83 86 33 49 18 25 32 71 21 24 10 
93 29 86  8 18 13 61 39 74 50 10 24 88 83 19 87 100 14 51 27 28 54 79 35 73 90 55 64 51 52 23 36 62 39 26 77 95 88  1 71 88 56 19  2 54 34 34 83 17 70 38 69 16 71 85 99 18 49 95 37 55  4  7 49 22 93 68 47 37 31  0 18 86 35 80 49 85 20 34 69 55 48 13 18 31 10 11 50 31 89 
96 93 83 35 73 37 40 30 91 22 89 64 63 54 15 69 24 95 61 14 63 72 79 11 73 48  5 57 51 26 77 58 14  2 61 82 100 14  7 86 16 87 14 80 37 82 24 99 15 74 21 58 31 77  7 55 43 11 78 59 94 76 74 67 100 75 96 31 74 88 18  0 75 34 45 42 97 75 25 77 13 35 78 92 73 24 93 21 48 97 
91 89 50 78 19 50 27 95 35 51 29 65 62 93 30 89 72 87 91 72 18 49 22 76 17 78 65 18 37 73 21 68 14 35 20 69 97 77 25 40 22 87  4 94 84 19 34 79 60 41 85 22 72 52 54 47 60 86 31 16 57  7 23 25 77 19 12 90  1 59 86 75  0 21 90 47 70  5 67 86 20 91 68 65 10 21 50 30 26 79 
94 97 16 61 65  4 74 19 23 79 46 53 55 83 82 40 29 52 54  8 64 100 98 79  8 74 83 26 30 45 94 71 46 92  4 18 65  4 37  9 67 51 59 98 61 85 60 42 96 13 35 99 90 19 64  9 20 70 18 62 16 27 13 70 17 69 53 71 71 38 35 34 21  0 14  6 77 33 93 50 88 47 28 18 61 53 22 15 91 20 
55 58  2 36 37 70 35 34 69  9 85 64 90 74 47  8  5 24 46 98  6 53 39 90 23 100 47 10 39 64 32 64 20 58 56 13 41 11 83 54 40 67 13 100  9  3 54 84  3 60 14 34 15 94 80 100 73 31 97 73 22 61  9 38 54 10 100 89 40 54 80 45 90 14  0 65 95 79 97 62 75  2 68 68 10 74 34 83 64 55 
86 77 46 72 34 28 39 58 18 36 86 100 54 96 80 98 13 86 84  1 81 43 56 43 68 87 19 41 95 76 20 14 90  1 83 26  5  5 11 42 50 54 18 97 15  8  4 22 29 21 99 84  1 19 35 33 75 73 23 38 79 52 35 77 77 68 70 46 84 42 49 42 47  6 65  0 79 45 90 58 20 15 59 36 55 88 84 78 99 26 
98 50 57  1 18 69 38 68 93 72 51 62 79 98 100 27 87 31 87 53 80 75 87 95 60 30 98 62 52 28 28 43 83 23  9 40 91 31 76 23 86 65 30 30 83 35 64 39 33 71 83 18  9 58 24 34 13 92 90  1 82 28 21 33 42 90 83 77 23 27 85 97 70 77 95 79  0 88 71 91 69 57 65 57 58 81 36 71 49 25 
