150

76 68 59 60 67 71 97  3 91 95  0 50 100 83 68 100 68  6 21 38 15 20 67 67 78 43 15 100 90 48 92 66 68 67 62 77 30 34 47 29 39 89  1 51 38 50 39 25 37 13 18 92 62 99 32 59 59 50 40 49 17 17  3 64 82 76 55 98  8 44 63 99 31 86 75 45 88 66  6 76 93 54 79 86 15 93 98 39  2 53 55 57 80 74 19 45 52 91 51 19 32  7 49 66 19 16 63 36 79 65 91 70 38 72  1  1 29 36 27 21 53 81 20 83  1 97 33 84 27 15 13 70 24 10  1 51 67 25 95 27 17 31 60  7 22 24 62 83 47 37 
78 77 44 71 80 40  6  3 31 84 50  0 26 49 38 100 55 49 64 90 64  4 10 77 10 78 31 77 21 31 37 83 77 60 14 24 50 48 26  6 38  4 71 29 35 54  4 67 53 17 68 67 56 49 76  3 33 32 77 26 47 71 23 98 14 56 60 10 39 50 25 99 14 39 11 41 42 10 23 83 14  7  4 20 11 86 98 29 68 76 79 71 82 17  2 32 63 50 45 43 53 64 59 83 15 22 82 73 24 16 92 30 65 22 100 94 77 79  6 42 84 71 10 15 57 47 99 30 78 85 36 73 80 73 13 18 91 67 37 44 31 96 29 25 20 100 17 65 25 17 
91 42 55 71 19 59 18 62 21 46 100 26  0  4 33 78 25 39 55 57 62 42 54 64 96  2 85 31 90 87 35 50 78  8 82 12 92 32 61 11 31 86 88 65 34 18  6 93 81 34 36 42 24 17 27 100 87 40 27 46 26 65 90 72  5 40 20 24 33 43 14 21 62 78 22 47 81 37 44 13  7 62 75 42 66 45  9 25 50 13  5 97 21 29 30 25 43 18 34 72 93 50 13 48 33 75 21 29 61 77 69 96 100 12 13 48 71 26 33 77 88  8  2  4 91 40 76 40 56 100 68 38 56 97 62  3 71 11 73 75 61 49 35 12 85 49 73  6 10  8 
66 63 70  2 15 15 13 92  9 15 83 49  4  0 31  9 16 93 52 92 71 81 19 92 88 29 22 54 29 86 91 72 19 68 26 63 51 39 65 47 89 45 56 62 21 97 19 97 59 58 57 79 13 83 95 71 67 22 58 22 29 60 98 33 10 55 74 98 56 29 68 55 42 24 21 15 90 26 94 21 56 23 48 13 26 93 11 44 95 97 77 24 17 18 83 85 63 77 74 98 20 17 22 44 14 89 91 94 69  9 45 19 69 17  4 70 63 71 28 51  1 95 78 84 15 40 13 12 74  9  6 70 53 27 76 33 85 74 54 62 58  7 63 12 42 39 71 29 62 90 
44  2  7 38 76 77 87 15 28 62 68 38 33 31  0 16 11 48 21 90  2 75 27 83 27 66 60 39 23 35  6 95 81 89 32  2 20 20 92 23 29 80 19 93 80 15 76 90 18 34  8 19 53 100  7 94 25 51 72 69 11 51 32 85 78 95 44 19 91 15 11 63 41  2 36 41 61 87 39 92 23 93 60 36 64 21  4 79 76 54 99  8 85 36 56 53 48 25 35 79 10 75 12 76 15 22 29 23 93 84 90 88 75  4 70 86 35 100  6 13 55  3 15 90 71 72 35 38 40 71 29 88 66 17 88 24 40 43 31 100 77 41 58 46 83 74 90 61 99 29 
24 26  7  4 78 86 54 48 47 66 100 100 78  9 16  0 10 86 68 98 43 70 66  4 29 10  3 42 43 96 70 84 13 71 40  2 37 99 50 55 21 84  2 30 38  8 51 71 60 98 37 59 91 11 57 96 22  1 34 21 63  3 94  4 13 93 27 15  8 97 82 10 83 91 80 12 77 91 22 17 24 80 94 74 43 60 49 97 33 79 68 86 85 83 15 42 53 10 50 10 51 87 23 49 45 54 17 99 76 12 72 37 62 52 18 90 22 32 56 55 54  2  1 85 17 30 21 42 87 65  9  8 98 39 70 81 96 99 10 35  8 15 83 49 12 83 38 93 12 53 
 4 47 42 23 25 82 14 37 51  2 68 55 25 16 11 10  0 93 30 29 68 34 63 95 96 23 72 82 21 80 62 38 96 26 29 99 31 84 45 70 56 80 54 89 99  4 71  6 39 67 45 48  1 14 80  2 99 17 58 98 91 32 67 45 46 39 59 58 11 69 96 54 16 14 61 96 32 75 51 54 16 37 92 11  2 41 41 79 11 54 87 55 63 37 91 83 64 43 23 87 34 90 77 70  8 28 59 17 37 81 87 61 89 69 75 44 10 36 69 16 51 12 73 46 68 10 100 73 59 96 57 91 97 31 78 66 32 76 84 49 26 71 14 69 39 72 59 78 41 62 
17 57 21 25 24 58  8 53 28  2  6 49 39 93 48 86 93  0 50 75 83 96 31 95 97 97 95 11 61 14 31 79 78 18 17 58 10 16 79 55 69 27 34 72  5 22  7 90  1  6 19 48 85 26  6 69 89 41 92 31 45 15 49  3 71 48 11 86 78  6 97 73 41 44  3 69 95 88 15 73 69 99 19 51 76 22 20 99 63 23 39 61 81 44 27 84 60 76 88 35  8 51 71 90 65  4 39 48 59 40  9 15 95 29 47 49 28  5 26 91 24 46 70 61 81 34 21 62 44 23 67 93  4 17 12 20 71 63 54  2 28 10 10 48 45  3 30 11 70 12 
63 16 94 96 11 16 82 32 32 43 21 64 55 52 21 68 30 50  0 77  6 81 30 16 33 95  3 99 42 74 91 20 78 94 53 23 68 84 70 96 24 85 34 87 84 29 32 50 90 43 89 44 41 92 20 68 83 95 63  4 71  7 91 46 69 62 23 77 12  5 94 70 70  2 27 72 22 33 77 72  7 61 72  6 24 97 34 11 21  5 75 75 28 23 33 94 31 69 21 51 12 54 69 83 84 50 65 93 44 50  2 97  5 89 84 57 73 95 62 20 99 76 55 52 92 31 24 23 76 83 29 79 13 11 69 89 44 57 71 50 63 70  6 88 47 87 28 78 56 100 
80 46 45 57  2 64 97 22 90 37 38 90 57 92 90 98 29 75 77  0 48 69  6 86 59 77  1 35 99 25 85 22 66 63 30  3 57 86  7 44 95 78 83 91 95 21 67 10 92 75 19 30 89 39 36  4 72 85 11 98 61 38 46 26 27 62 45 99 71 89 21 44 90  9 28 46 50 85 58 84 73 20 63 11 59 43  1 26 85 18 84 15  2 55 84 65 73 55 34 78 14 74 47 33 99 64 64 78 66 22  2 23 44 71 21 100 92 27 91 36 65 80 99 54  4 47 17 29  6 13 38 79 20 57  7 70 20 18 97 10 21 13 58  1 60 32 55 59 64 21 
87 28 53 16 93 51 42 74 64 42 15 64 62 71  2 43 68 83  6 48  0  9 61 65 17  6  5 89 78 47 78 49  2 78 95 18 17 15 67 88 94  1 17 72 16 99 48 63 99 81 98 73 96  2 71 65 46 76 91 54 48 54  8  3 38 65 58 24 75 31 88 83 10 43 97 48 48 80 11 77 60 76  2 50 94 82 38 45 57 74 74 41 29 14 37 55 53 12  3 97 97 90 31 67 27 93 12 86 25 75  9 97 25 100 33 22 26 22 67 50 37 33  5 79 67 95 37  5 71 71 23 64  5 69 100 77 19 76 18 58 52 85 30 47  7 35 78 82 94 76 
39 21 13  1 20 57 95 100 20 61 20  4 42 81 75 70 34 96 81 69  9  0 85 89 83 43  7 66  3 30  9 24 92 24 32 87 52 15 45 78 94 72 70 18 63 84 63 14 19 55 56 97 80 62 28  6 81 88 43 37 48 96 42 40  3 97 32 68 23 36 47 51 94 91 85 10 98 62 88 49  1 40  2 76 76 23 20 67 68 76 54 25 69 13 57  2 15 53 87 48 20 85 88 71 35 40 65 18  8 49 55 94 40 18 98 22 16 86 23 40 26 79 98 39 27  1 100  1 27 53 80 25 61 44 91 41 30 72 89 43 62  3 43 72 80 84 21 73 100 93 
60 17 64 38 12 18 67 49 70 54 67 10 54 19 27 66 63 31 30  6 61 85  0 64 90 69 43 24 46 45 40 35 98 26 84 38 90 92 66 92 34 25 38 49 69  1 13 16 14  2 68 32  5 40 31  8  1 71 15 85 67 76 81 71  8 42 32  1 48 38 80 48 28 72 19 21 65 88 22 23 72 23 14  4 32 36 80 12 99 33 95 78 99 19 12 56 70 55 10 32 39 17 84 87  7 84 96 93 52 50 36  4 23 59 79 80 75 33 83 71 74 16 23 42 22 81 68 95 10 85 52 58 61 92 43 57 93 83 79 15 37 77 13  8 78 45 87 22 15  5 
51 56 74 28 12 51 92 30 28 98 67 77 64 92 83  4 95 95 16 86 65 89 64  0 69 11 24 47 89 69 39 35 93  1 45 41  3 89 30 71  8 82 69 22 41 19 95 98 51 83  8 82 41 72 52 33 61 63 92 61 100 13 37 40 61  3  5 36  1 69 48 67 33 27 47 19  4 99 26 51  4 66 29 96 36 72 32 20 88 33 25 36 79 40 63 58 86 12 95 72 60 95  3 77 19 22 25 42 12 100 67 61  7  1 22 32 26 48 57  2 98  5 94 92 93 73 58 47 86 72 89 73 78 49  3 66 18 22 66 24  9 53 79 81 15 31 15 65 51 87 
13 99 80 73 59 72 67 65 83 34 78 10 96 88 27 29 96 97 33 59 17 83 90 69  0 65 41 84 42 75 50 22 27 52 19 50 30 66 31 53 28 54 16 76 72 35 52 51 12 52 58 71 71 46 10 72 47 99 46 16 67 27 91 68 22 68 86 93 65 40 25 66 100 75 15 34 49 24 88 19 30  4 34 73  2 99 54 75 94 92 83 27 61 97 62 35 87 44 19 45 54  1 30 76 99 70 77 45 34 16 17 21  5 39 10 19 63 31 54 95 11 82 12 100 96  9 75 52 96 89 81 69 71 34 74 47 82 11  2 87 39 27 72 74  9 62 56 21 62 65 
38 52 88 57 61 29 35 82 49 45 43 78  2 29 66 10 23 97 95 77  6 43 69 11 65  0 93 26 35 55 83 44 48 65 34 66 33 40 51 74 47 82 71 17 22 33 38 83 92 50 95 37 54 78 62 33 77 29 62 54  9 97 72 100 20 46 10 43  5 16 46 67 99 82 69 66 69 88 24 89  7 47 42 25 72 71 21 81 24 86 40 45 25  1  6 58  5 43 75 46 52 19 59  7 38 74 49 60 82 79 45 66 22 55 35 34 86 34 16 31 17 62 30 53  3 93 67 65 12 76 63 99 97 85 60 68 15 38 23 57 97 94 35 20 92 27 32 29 16 67 
77 52 24 10 16 94 65 88 28 42 15 31 85 22 60  3 72 95  3  1  5  7 43 24 41 93  0 72 98 76 91 85 45 67 60 100 93 11 35 36 73 55 85 78 59 75 14 99 55 96 69 39 97 61 53 90 85 65 81 33 99 21 58 41 15 41 98 18 42  5 11 66 16 58 89 22 96 41 55 56 60 11 19 17 52 47  1 67 86 35 57 96 100 73 56 55 13 10 89  4 52 26  2 37 90 95 18 35 54 90 51 70 12 29 78 74 92 90 36 15 98 62 62 28 24 19 58 21 56 25 78 26 35 28 37  4 41 28 14 75 84 87 42 10 79 100 80 71 61 71 
80  5 44 59 74 47 62 57 59 97 100 77 31 54 39 42 82 11 99 35 89 66 24 47 84 26 72  0 26 14 44 94 63 89 27  9 54 69 22 30 85 24 99 65 31 73 35 22 81 21 37  6 43 93  4 22 16  8 73 46 92 41 20 56 68 78 52 20  7 87 15 15 30 66 24 38 50 69 39 36 37 85 96 70 69  6 34 40 65 69 42 45 35 23 23 92 40 66 86 89  7 27 36  1 50 45 59 32 60 89 64 44 43  6  1 79 24 98 20 30 95 43 93 33 32 38 35 42 36 29 29 73 77 38 10 51 95 52  5 15 22  8 70 59 41 24  4 76 65 13 
33 15 67 92 41  3 13 79 97 44 90 21 90 29 23 43 21 61 42 99 78  3 46 89 42 35 98 26  0 24 47 13 50 11 20 81  1 29 64 91 27 81 18 18 91 23 97 56  2 53  8  1  9 97 96 59  4 12 85 74 71 57  3 28 51 31 24 25 75 79 48 23  8 21 16 67 91  1 33 40 37 79 17 30 14 82 36 62 82  9 14 31 96 92 84 85 71  3  2 10 68 80 69 35 75 100 23 22 74 76 29 92 34 12 35 10 40 78 14 27 74 22 79 99 71 79 51 89 76 60 27 60 61 53 46 37 44 23 93  9 39 52 84 73 81 12 19 62 86 39 
48 14 56 63  5 23 16 14 85 35 48 31 87 86 35 96 80 14 74 25 47 30 45 69 75 55 76 14 24  0 26 67 95  8 63 12 33 87 58 74 100  6 49 37 63 38 87 98 27 68 72 63  2 38 47 39 47 38 14 24 22 100 87 81 59 71 50 94 53 45 30 76 90 88 63 16 41 48 60 32 46 47 67 17 92 70 86 98 18 85 19 35 52 12 59 62  4 53  3 10 42 95 37 94 41 97 63 79 100  4 59 12 13 55 68 42 43 41 11 16 55 39 45 45 48 93 41  3 20 98 96 48 44 83  2 96  8 89 32 94 36 13 62 82 26 82 84  3 28 80 
38 71 60  2 35 82 17 81 33 87 92 37 35 91  6 70 62 31 91 85 78  9 40 39 50 83 91 44 47 26  0 72 70 18 37 74 52 44 63 92 65 69 95 73 55 79 55  8 54 48 64 50  8 24 29 68 17 73 53  7 69 66 96 67 75 29 53 12 62 18 86 54 46 41 40 96 81 95 74 39 80 35 38 89 46 68 98 39 26 89 11 12 18 65 55 88 45 68 70 100 16 30 83 87 27 19  3 29 37 50 13 93 37 57 70 95 54 53 34  2 28 42 98 67 30 41 82 11 47 82 16 62 17 63 12 64 61  6 26 26 74 51 85 74 59 48 82 98 39 95 
79 15 19 44 93 40 40 90 16 58 66 83 50 72 95 84 38 79 20 22 49 24 35 35 22 44 85 94 13 67 72  0 98  6 64 46 86 31 15 41 27 93 37 21 58 52 49 17  5 21 34  9 62 87  4 39 40 60 45 35  4 80 38 55 92 100 37 25 98 59 26 61 81  9 38 27 21 31 78 62 48 72 39 59 14 22 36 95 49 67 77 35  1 91 43  7 25 57 11 33 15 29 59 47 50 63 95 43 12 82 90 18 49 81 84 28 96 39 96  2  8 33 81 37 91 38 96 63  9 11  8 71 80 37 86 58 26 43 10 57 31 60 38 77 13 48 91 22 43 23 
37 10 47 95 85 96 97  9 50 55 68 77 78 19 81 13 96 78 78 66  2 92 98 93 27 48 45 63 50 95 70 98  0 82  1 97 21 62 93 35  4  2 55 68  2 35 87 99 99 71 79 83  4 17 86 12 57 11 16 18 48 91 40 41 100 20 85  6 37 60 33 50 66 90 44 100 64  9 53 69 44 16 50 84 32 86 85 46 68 63 18 92 85 89 91 21  7 93 13 74 61 14 54  6 53 61 66  1  6 41 53 59 58 83 46 99 81 35  2 17 73 94 72 90 96 15 89 78 20 20 89 54 44 63 48 70 38 58 37 89 67 95 57  3 60 91 52 93 66 76 
39 71 77 49 40 19  1 22 84 25 67 60  8 68 89 71 26 18 94 63 78 24 26  1 52 65 67 89 11  8 18  6 82  0 52 93 94  9 64 51 87 95  4 14 36 77 58 61  1 55 96 85 55 29 18 65  5 28 41 64 87 86 37 19 55 67 76 10 78 56 32  7 100 31 78 74 39 68 93 91 57 37 39 83 77 95 90 41 62 14 98 54 31 31 15 25 46 61 36 11 54 90 100 32 30 57 11 43 76  8 97 28 27 51 46 98  5  8 80 72 22 84 30  6 15 23 54 72 45 37  3 75 42 46  8 70 88 33 85 37 97 77 62 97 96 96 67 17 40 86 
69 37 32 18 94 29 49 44 52 44 62 14 82 26 32 40 29 17 53 30 95 32 84 45 19 34 60 27 20 63 37 64  1 52  0 48 68 11 97 99 28  2  7 35 37 77 30 69 95 93 71 31 13 55 40 36 53 49 60 77 90 34 20 100 84 41 12 85 75 96 98 56 26 73  8 36 69 81 91 82 84 89 12 75 99 39 30 69 79 17 71  9 81 15 17 20 89 67 29 63 76 96 75 16 62 67 85  7  7 93 68 28 88 30 60 44 19 22 59 38 62  6 45 42  6 83 29 22 100 26  2 69 44 46 42 14 31 55 34  1 96 86 90 58 47 80 31 100  4 43 
100 19 34 19 22 57 86  9 80 53 77 24 12 63  2  2 99 58 23  3 18 87 38 41 50 66 100  9 81 12 74 46 97 93 48  0 11 17 11 39 71 17 49 20 70 68  3 85 63 79 73 32 20 36 43 27 41 40 29 52 56 60 38  3 37 32 85 61 20 29 66 63  4 51 75 56 55 95 56 11 65 38 37  2 21 44 56 63 23 36 67 52 49 30 73 32 95 55  3 93 38 45 17 41 99 99 91 95 45 64 56 92 89 11 90 11 51 64 74 21 27 86 24 46 89 19 30 99 11 84 48 30 92 17 75 31 53  6 10 68 69 20 49 21 93 46  9 70 28 47 
25 59 50  3 44 69 92 76 44 30 30 50 92 51 20 37 31 10 68 57 17 52 90  3 30 33 93 54  1 33 52 86 21 94 68 11  0 48  1 52 71  2 22 69 35 70 37 61  6 40 14 10 12 21 92 37  4 42 89 69 12 85 26 23 71 31 60 92 73 84 42 37 17 76 59 80 20 13 75 56  8 63 10 86 90 37 48 15 83 67 93 56 31 95 99 38 54 34 23 70 34 33 21 23 64 18 58 71 46 30 55 39 32 79 70 98 31 31  6 61 58 11 48 70 30 66  6  7 18 76 99 13 33 51 45 82 30 13 100 35 31  1 45 25  6 17 81 23 32 55 
80  1 88 53 10 90 21 56 31 48 34 48 32 39 20 99 84 16 84 86 15 15 92 89 66 40 11 69 29 87 44 31 62  9 11 17 48  0 68 39 95  7 93 97 34 46 87 35 86 72 72 24 88 62 50 66 18 32 32 91 65 33 57  7 100 13 23 19 47 34 22 27 59 15 27  5  3 93 90 71 60 35  9 57 42 17 15 69 76 39 40 62 43 34 54 78 52 76 80 20 73 63 34 80 89 51 72 92 96 76  3 62 99 97 68 51 68 76 98 66 54 59 18  2 49 73  6 52 53 50 74 90 87  4 75 96  5 35 37 27 44 19 89 51 50 87 64 17  8 41 
94 25 25 13 84 99 55 35 14 48 47 26 61 65 92 50 45 79 70  7 67 45 66 30 31 51 35 22 64 58 63 15 93 64 97 11  1 68  0 86 77 64 68 77 69 84 81 100 55 15  6 21 14 15 43 98 14 100 10 45 41 75 31 47 13 90 91 63 71 99 13 24 28 80 11 16 28 57 38 50 16 61 54 97 34 23 48 46 28 78 19 77 55 26 88 24 45 80 14 88 89 42 48 40 85 77 85 20 92 95 25 65 74 18 88 63 47  2 22 97 64  9 62 94 84 92 20  6 87 15 53 87 79 37 50 16 88 22 25 64 99 90 57 87 54 68 83 55 82 41 
35  8 43 47 35 88 82 44 42 57 29  6 11 47 23 55 70 55 96 44 88 78 92 71 53 74 36 30 91 74 92 41 35 51 99 39 52 39 86  0 39 90 47 25  9 42 17 75 13 77 40 53 41 10  1 51 44 78 93 99 97 55 100 77 81 88 26 94 79 69 14 24 73  1 90 24 95 42 44 82 93 61 18 67 80 23 27 33 41 84 24 42 41 95  2  8 12 19 65 49 52 63 38 85 59 24 13 80 48  6 77 32 91 82 73 79 99  1 94 23 40 12 44 71 21 47 59 17 95 46 53 48 20 74 67 54 71 17 77 45 21 50 76 49 15 38 90 84 62 94 
65 19 54 23 21 39 89 81 98 80 39 38 31 89 29 21 56 69 24 95 94 94 34  8 28 47 73 85 27 100 65 27  4 87 28 71 71 95 77 39  0 67 37 40 85 49 97 47 20 17 59 74 24 39 62 21 45 90 41 50 81 100 82 13 59 15 70 39  1 96 58 71  6 29 68 67 14 42 11 86 73 78  9 83 48 18 38 16 44  4 65 51 22 77 84 12 37 92 37 27 67 23  9 54  1 51  4 35 10 18 79 78 37 30 53 28 87  7 36  1 25 76 41 55 99 16 82 17 81 52 95 49  5 51 36 39 37 60 58 79 52 70 97 21 47 48 20 40 58 72 
11 70 75 69 30 66 13 29 43 21 89  4 86 45 80 84 80 27 85 78  1 72 25 82 54 82 55 24 81  6 69 93  2 95  2 17  2  7 64 90 67  0 31 22 64 42 30 52 88 88 18 88 69 74 58 77 14 93 62 60 85 74 78 33 46 67 30 39 89 59 34 43 23 58 82 100 81 12 63 50 80 63 70 38 87 15 55 67 72 30 20 90 21 28 69 50 12 82 20 30 12 53  5 90 23 92 26 58 89 19 82 36 22 25 56 29 62  7 11 50  6 53 46 39 88 68 71 92 49 78 86 39 57 90 55 62 22 47 42 67 12 48 73 75 58  3  6 19 70 28 
51 52 23 36 62 39 26 77 95 88  1 71 88 56 19  2 54 34 34 83 17 70 38 69 16 71 85 99 18 49 95 37 55  4  7 49 22 93 68 47 37 31  0 87 90 47 49 33 75 62 43 81  3 50  8 83 11 21 76 10  6 52 99 89 81 47 34 45 25 79 38 83 26 97 78 23 67 77 94  5 56 54 51 92 16 62 55 38 25  1 22 60  4 73 85 22 49 60 73 32 78  5 73 47 48 99 85  7 32 66 77 69 11 32 51  3 19 61 27 77 16 28 69  6 24 72 24 84 69 52 54 69 16 37 14 49 68 28 21 95 44 55 82  9 50 73 63 75 85 71 
91 91 89 50 78 19 50 27 95 35 51 29 65 62 93 30 89 72 87 91 72 18 49 22 76 17 78 65 18 37 73 21 68 14 35 20 69 97 77 25 40 22 87  0 74  6 90 60 20 82 88  3 22  1 94 30 73 54 99 10 70 48 84 90 53 31 43 84 87 45 52 93 97 40 20 72 47  5 83 60 58 83 52  7 80 64 43 80 67 44 94 43 93 13 37 26 22 94 77 99 33 35 93 75 33 99 70 22 33  8 61 42 57 44 52 100 23 99 91 33 86  7 65 22 55 24  7 69 48 53 54 78 21 98 83 88 50 81 63 58 23 72 70 45 16 64 69 63 36  4 
62 16 27 13 70 17 69 53 71 71 38 35 34 21 80 38 99  5 84 95 16 63 69 41 72 22 59 31 91 63 55 58  2 36 37 70 35 34 69  9 85 64 90 74  0 65  9 93 69 71  2 59 87  1 30 83 90 29 48 34 81 99 72  6 96 96 10 91 89 48 13 86  5 66 20  9 80 14 98 71 82 95 11 36 100 55 10 10 89 23 78 96 93 56 77 43 49 12  6 90 80 33 44 80 87 62 97  1 13 94 83 96 21 51 99 52  4 78 28 14 30 93 99 45 99 51 97 98 54 35 17 50 33 49  7 58  8 82  3 10 76 65 89 92 67 76  7 14 74 67 
20 14 90  1 83 26  5  5 11 42 50 54 18 97 15  8  4 22 29 21 99 84  1 19 35 33 75 73 23 38 79 52 35 77 77 68 70 46 84 42 49 42 47  6 65  0 66 67 50 30  5 49 38 59 75 45 64 50 63 77 82 76 89 91 45 64 12 17 45 54 24 87 21 16 66 84 20 80  6 79 20 68 74 33 98 42  6 47 43  1 12 26 33 79  1 12 29 83  9  2 26 45 17 73 52 35 20 50 36 13 48 99 98 95 43  7 35  4 23  8 82 69 97 82 74  6 95 28  9 98 19 25 72 72 20 73 94 68 50 68 45 14 45 71 28 54 71 62 98 38 
